fpr,tpr,model
0.15487421383647798,0.5567976152453955,LR (None)
0.15487421383647798,0.5570105397636538,LR (None)
0.15487421383647798,0.55871393590972,LR (None)
0.15526729559748428,0.55871393590972,LR (None)
0.15526729559748428,0.559459171723624,LR (None)
0.15566037735849056,0.559459171723624,LR (None)
0.15566037735849056,0.5599914830192697,LR (None)
0.15644654088050314,0.5599914830192697,LR (None)
0.15644654088050314,0.5620142659427233,LR (None)
0.15683962264150944,0.5620142659427233,LR (None)
0.15683962264150944,0.5622271904609816,LR (None)
0.15723270440251572,0.5622271904609816,LR (None)
0.15723270440251572,0.562546577238369,LR (None)
0.15762578616352202,0.562546577238369,LR (None)
0.15762578616352202,0.5629724262748855,LR (None)
0.1580188679245283,0.5629724262748855,LR (None)
0.1580188679245283,0.5631853507931438,LR (None)
0.1584119496855346,0.5631853507931438,LR (None)
0.1584119496855346,0.564143511125306,LR (None)
0.15880503144654087,0.564143511125306,LR (None)
0.15880503144654087,0.564782284680081,LR (None)
0.15919811320754718,0.564782284680081,LR (None)
0.15919811320754718,0.5652081337165975,LR (None)
0.15959119496855345,0.5652081337165975,LR (None)
0.15959119496855345,0.5658469072713723,LR (None)
0.15998427672955975,0.5658469072713723,LR (None)
0.15998427672955975,0.5668050676035346,LR (None)
0.16037735849056603,0.5668050676035346,LR (None)
0.16037735849056603,0.5669115298626637,LR (None)
0.16077044025157233,0.5669115298626637,LR (None)
0.16077044025157233,0.567124454380922,LR (None)
0.1611635220125786,0.567124454380922,LR (None)
0.1611635220125786,0.5677632279356968,LR (None)
0.1615566037735849,0.5677632279356968,LR (None)
0.1615566037735849,0.5678696901948259,LR (None)
0.1619496855345912,0.5678696901948259,LR (None)
0.1619496855345912,0.5686149260087299,LR (None)
0.1623427672955975,0.5686149260087299,LR (None)
0.1623427672955975,0.5688278505269881,LR (None)
0.16273584905660377,0.5688278505269881,LR (None)
0.16273584905660377,0.569466624081763,LR (None)
0.16312893081761007,0.569466624081763,LR (None)
0.16312893081761007,0.5697860108591505,LR (None)
0.16352201257861634,0.5697860108591505,LR (None)
0.16352201257861634,0.5708506334504418,LR (None)
0.16391509433962265,0.5708506334504418,LR (None)
0.16391509433962265,0.5710635579687001,LR (None)
0.16430817610062892,0.5710635579687001,LR (None)
